Text,Sentiment,clean_text,text_len_words,polarity,vader_score,sentiment
APP on a tear. Great short-squeeze play.,1,app on a tear great shortsqueeze play,7,0.8,0.7579,Positive
AAP please fasten yor seatbelts and enjoy the ride....,-1,aap please fasten yor seatbelts and enjoy the ride,9,0.4,0.6705,Positive
AAP... you're going to have a tradable bounce on the heels of this post-triangle breakdown.,1,aap youre going to have a tradable bounce on the heels of this posttriangle breakdown,15,0.0,0.0,Neutral
"sky rockets in flight, afternoon delight EBAY",1,sky rockets in flight afternoon delight ebay,7,0.0,0.5994,Positive
"BBY It was interesting to hear on CNBC that there are big companies interested in this company, including Microsoft, Amazon,.. AMZN MSFT",1,bby it was interesting to hear on cnbc that there are big companies interested in this company including microsoft amazon amzn msft,22,0.25,0.7269,Positive
"user I'm an analyst, after/while I analyze zagg, I know for a fact it is a dog with fleas. I know much more than you, trust me.",-1,user im an analyst afterwhile i analyze zagg i know for a fact it is a dog with fleas i know much more than you trust me,27,0.5,0.552,Positive
AFFY iftoff Short squeeze?,1,affy iftoff short squeeze,4,0.0,0.0,Neutral
EBAY Management should be fired on that comment alone. What were you waiting for knuckleheads,1,ebay management should be fired on that comment alone what were you waiting for knuckleheads,15,0.0,-0.6808,Negative
"AFFY 30 just two months ago, intrinsic value in the IP and 400M in back tax losses.",1,affy 30 just two months ago intrinsic value in the ip and 400m in back tax losses,17,0.0,-0.0772,Neutral
DDD shows support at 30 good buy along with XONE PCP PB DASTY ONVO CIMT which mentioned yesterday was nice entry 3D imaging=Future,1,ddd shows support at 30 good buy along with xone pcp pb dasty onvo cimt which mentioned yesterday was nice entry 3d imagingfuture,23,0.6499999999999999,0.8126,Positive
AAP China intensifies attacks on Apple   ,-1,aap china intensifies attacks on apple,6,0.0,-0.4404,Negative
"AFFY looking for a double like PX here, 75% shrs shorted just like PX.",1,affy looking for a double like px here 75 shrs shorted just like px,14,0.0,0.6124,Positive
On the other hand u have AMZN who is takg the baseball bat approach to building the moat They have no fear doing that Invest Jeff Invest!,1,on the other hand u have amzn who is takg the baseball bat approach to building the moat they have no fear doing that invest jeff invest,27,-0.125,-0.296,Negative
ONVO I think we're all waiting for a little dip DDD was a nice entry yesterday OC Apr 20 call options a few days ago at 32 strike,1,onvo i think were all waiting for a little dip ddd was a nice entry yesterday oc apr 20 call options a few days ago at 32 strike,28,0.07083333333333332,0.3182,Positive
Why are more people not talking about this China News??? Big Deal Imo! AAP China intensifies attacks on Apple  ,-1,why are more people not talking about this china news big deal imo aap china intensifies attacks on apple,19,0.25,-0.4404,Negative
BBY Downgraded by GS... SE,-1,bby downgraded by gs se,5,0.0,0.0,Neutral
AEG and DECK if anyone can find shares. Good Shorts imo.,-1,aeg and deck if anyone can find shares good shorts imo,11,0.7,0.6249,Positive
AAP (daily) Three Black Crows and 50 (ema) teaming up**  ,-1,aap daily three black crows and 50 ema teaming up,10,-0.08333333333333333,0.0,Neutral
Milwaukee's CAT to lay off 300 employees in So. Mke branch  ,-1,milwaukees cat to lay off 300 employees in so mke branch,11,0.0,0.0,Neutral
user: user: AAP (daily) Three Black Crows and 50 (ema) teaming up**  ,-1,user user aap daily three black crows and 50 ema teaming up,12,-0.08333333333333333,0.0,Neutral
AAP Full Stoch analysis yesterday   ,-1,aap full stoch analysis yesterday,5,0.35,0.0,Neutral
"S hmmm, I dunno, I think this has some upside, what do you think?  ",1,s hmmm i dunno i think this has some upside what do you think,14,0.0,0.0,Neutral
"CXW this stock is so underowned and played, nice breakout setting up here  ",1,cxw this stock is so underowned and played nice breakout setting up here,13,0.6,0.6666,Positive
AFFY un to DOBE continues,1,affy un to dobe continues,5,0.0,0.0,Neutral
Major game consoles now stream 6 month old games at heavily reduced price.There won't be any need for physical used games anymore. GME to 0,-1,major game consoles now stream 6 month old games at heavily reduced pricethere wont be any need for physical used games anymore gme to 0,25,-0.0875,0.0,Neutral
VMI GOOG punch below bottom BB. both are ridiculously oversold imo.,1,vmi goog punch below bottom bb both are ridiculously oversold imo,11,-0.3333333333333333,-0.34,Negative
BAC is like watching a plant grow ;-) But my DO.to position is up 2.75% today !!!   :),1,bac is like watching a plant grow but my doto position is up 275 today,15,0.0,0.1901,Neutral
AAP China news will Catch Fire this weekend just watch!,-1,aap china news will catch fire this weekend just watch,10,0.0,-0.34,Negative
VNG going to more hod's this is great so long under 3.00 thanks for following,1,vng going to more hods this is great so long under 300 thanks for following,15,0.29,0.7906,Positive
DECK just like magic.,-1,deck just like magic,4,0.5,0.3612,Positive
BAC OPEX in Work !!! ,1,bac opex in work,4,0.0,0.0,Neutral
oh APC....,-1,oh apc,2,0.0,0.0,Neutral
Full Analysis Blog Post from yesterday Watch That 50! (EMA) - AAP   ,-1,full analysis blog post from yesterday watch that 50 ema aap,11,0.35,0.0,Neutral
VNG I bought at 2.78 then went to bathroom just like any normal day came back and at 3.27 - what a poop lol,1,vng i bought at 278 then went to bathroom just like any normal day came back and at 327 what a poop lol,23,0.3166666666666667,0.6486,Positive
"CSN,....Descending Triangle Formation, please check any adding on position open, Akstergi .......  ",-1,csndescending triangle formation please check any adding on position open akstergi,11,0.0,0.3182,Positive
"user check my post about CSN, it is for you",-1,user check my post about csn it is for you,10,0.0,0.0,Neutral
"ast wave of gaming consoles was released Nov '05 - Nov '06, look at GME price that year and the year after",1,ast wave of gaming consoles was released nov 05 nov 06 look at gme price that year and the year after,21,0.0,0.0,Neutral
"GM, DA and TSA shorts all did well today in an up market.  Tell's me these were good choices to short.",-1,gm da and tsa shorts all did well today in an up market tells me these were good choices to short,21,0.35,0.6124,Positive
MS long very close to my stop of 21.50. Not looking good on this one. ooking back I broke my long-side rule of solid earnings delivery.,-1,ms long very close to my stop of 2150 not looking good on this one ooking back i broke my longside rule of solid earnings delivery,26,0.16999999999999998,-0.7009,Negative
Winners today in my long term portfolio: SP XV MGK BO COH IBM EWH  ,1,winners today in my long term portfolio sp xv mgk bo coh ibm ewh,14,-0.05,0.4767,Positive
"V looking extended here, could pull back 15 - 20 dollars.  Strong company though, too dangerous for me to short me thinks.",-1,v looking extended here could pull back 15 20 dollars strong company though too dangerous for me to short me thinks,21,-0.04166666666666667,0.0516,Neutral
AAP ..final shakeout before earnings?  long and using tight stop of 437 or its toast    ,1,aap final shakeout before earnings long and using tight stop of 437 or its toast,15,-0.0761904761904762,-0.5423,Negative
"user NOV went up nicely this week, no doubt.  Not the only story in the market...no reason to be here...move on.  Pick another stock.",-1,user nov went up nicely this week no doubt not the only story in the marketno reason to be heremove on pick another stock,24,0.3,-0.2023,Negative
NVDA confirmed my previous analyse & broke decisively above its 200SMA. Bullish setup  ,1,nvda confirmed my previous analyse broke decisively above its 200sma bullish setup,12,0.07777777777777779,-0.4215,Negative
AD Next buy point would be on the day it blows through 1.95 on heavy volume.  ,1,ad next buy point would be on the day it blows through 195 on heavy volume,16,-0.1,0.0,Neutral
ASTX Daily technical indicators are bullish. Breakout watch over 4.58   ,1,astx daily technical indicators are bullish breakout watch over 458,10,0.0,0.0,Neutral
VNG allied hard Friday w volume.If it clears back over 3.43 50SMA may have some good upside  ,1,vng allied hard friday w volumeif it clears back over 343 50sma may have some good upside,17,0.1361111111111111,0.4215,Positive
ooks ready to make new highs. 9&20 SMAs are both rising w S trading above them. Breakout over 6.22  ,1,ooks ready to make new highs 920 smas are both rising w s trading above them breakout over 622,19,0.11212121212121212,0.3612,Positive
With strong cash position/margins improving/ 0 debt & new devices being launched BBY is definitely a takeover candidate CSCO AMZN INTC,1,with strong cash positionmargins improving 0 debt new devices being launched bby is definitely a takeover candidate csco amzn intc,20,0.18989898989898987,0.7783,Positive
"My Fox Business appearance yesterday.  Still bullish NFX, GMC, CST.   ",1,my fox business appearance yesterday still bullish nfx gmc cst,10,0.0,0.0,Neutral
KWK This deal gives Quicksilver ample liquidity for expanded production going into 2H 2013 & early 2014.This is a 4-5 stock trading ~ 2,1,kwk this deal gives quicksilver ample liquidity for expanded production going into 2h 2013 early 2014this is a 45 stock trading 2,22,0.1,0.0,Neutral
VNG let this V run up next week to the mid 4's or higher. I will sell & jump back in when falls the next few weeks. Been in this too,1,vng let this v run up next week to the mid 4s or higher i will sell jump back in when falls the next few weeks been in this too,30,0.008333333333333331,0.0,Neutral
Identified this topping pattern wks ago(  )  Here is the AAP / GOOG  update  ,-1,identified this topping pattern wks ago here is the aap goog update,12,0.0,0.0,Neutral
Next week a nice pull back to 438 on AAP and 787 on GOOG could really set the QQQ up for it's run over 70.,1,next week a nice pull back to 438 on aap and 787 on goog could really set the qqq up for its run over 70,25,0.2,0.4215,Positive
SBX As long as the 50EMA holds on a closing basis at 55.89 I remain bullish.   ,1,sbx as long as the 50ema holds on a closing basis at 5589 i remain bullish,16,-0.05,0.0,Neutral
MSFT broke out of a major resistance Thursday and may be headed higher from here.  ,1,msft broke out of a major resistance thursday and may be headed higher from here,15,0.15625,-0.4215,Negative
INTC ooks ready to move higher from here. Buy point is at 22.02 (200EMA). Bullish setup.  ,1,intc ooks ready to move higher from here buy point is at 2202 200ema bullish setup,16,0.225,0.3612,Positive
QCOM could test the recent highs if it breaks resistance at 67.2 on strong volume  ,1,qcom could test the recent highs if it breaks resistance at 672 on strong volume,15,0.21666666666666665,0.5106,Positive
STZ Nice Bullish flag. Buy point is as the stock breaks over 47.82  ,1,stz nice bullish flag buy point is as the stock breaks over 4782,13,0.6,0.4215,Positive
PM best setup if market can hold 100 roll  ,1,pm best setup if market can hold 100 roll,9,1.0,0.6369,Positive
"VOCS example on 5min, using COSE below 20ema NOT low for your stop, not traded but good for +.15  ",1,vocs example on 5min using cose below 20ema not low for your stop not traded but good for 15,19,0.35,-0.5109,Negative
Food Sector as always doing extremely well: PZZA DPZ JACK MCD CAKE,1,food sector as always doing extremely well pzza dpz jack mcd cake,12,-0.125,0.3384,Positive
"Judging from past 3yrs, expecting 10-k to be snuck in tonight or on Monday for JOSB. The suspense is killing me.",-1,judging from past 3yrs expecting 10k to be snuck in tonight or on monday for josb the suspense is killing me,21,-0.25,-0.6597,Negative
How much did ZAGG pay Matt Barkley for this BS interview/endorsement????  via user,-1,how much did zagg pay matt barkley for this bs interviewendorsement via user,13,0.2,-0.1027,Neutral
"AMZN to buy book focused social network Goodreads (16M users, 23M reviews, 30K book clubs) for est 150M",1,amzn to buy book focused social network goodreads 16m users 23m reviews 30k book clubs for est 150m,18,0.03333333333333333,0.3818,Positive
JCP actually looks decent with stop under recent low and possible retest of resist line  ,1,jcp actually looks decent with stop under recent low and possible retest of resist line,15,0.03333333333333333,-0.5106,Negative
Sizemore on Fox: Cashing in on the Echo Boomers - Sizemore Insights  ABT MJN BBBY KMB,1,sizemore on fox cashing in on the echo boomers sizemore insights abt mjn bbby kmb,15,0.0,0.0,Neutral
"Groupon evisited: New Mission, New eporting Issues ? Grumpy Old Accountants GPN  ",-1,groupon evisited new mission new eporting issues grumpy old accountants gpn,11,0.12424242424242422,0.0,Neutral
"ANIK long 14.59 / .61, nice consolidation period, waiting for its day, past resist 15.27, 15.52  ",1,anik long 1459 61 nice consolidation period waiting for its day past resist 1527 1552,15,0.09999999999999998,0.4215,Positive
 - any day now. When it gets below 61.60.   ,-1,any day now when it gets below 6160,8,0.0,0.0,Neutral
JPM - not looking pretty here.   ,-1,jpm not looking pretty here,5,0.25,-0.3875,Negative
 Weekly.Barely hanging onto double support area.Possible break this week after last week's rest  ,-1,weeklybarely hanging onto double support areapossible break this week after last weeks rest,13,0.0,0.4019,Positive
"All things gambling looking pretty good here with March Madness, MGM VS WYNN",1,all things gambling looking pretty good here with march madness mgm vs wynn,13,0.475,0.4939,Positive
IBM - above 215.90 there are some clear blue skies.... Also big part of DJIA making news highs.  ,1,ibm above 21590 there are some clear blue skies also big part of djia making news highs,17,0.025000000000000005,0.3818,Positive
"JOSB 50% off on almost everything. Funny, they cited increased promotions as a big reason why gross margins were down...",-1,josb 50 off on almost everything funny they cited increased promotions as a big reason why gross margins were down,20,0.023611111111111104,0.1585,Neutral
BCM Attempt #4!! hopefully it will make it this time!!CNBC/Analysts or some catalyst will help!!  ,1,bcm attempt 4 hopefully it will make it this timecnbcanalysts or some catalyst will help,15,0.0,0.6597,Positive
ADSK daily lined watching this one over 41.60 might continue   ,1,adsk daily lined watching this one over 4160 might continue,10,0.0,0.0,Neutral
BODY breakout on weekly over 20 and resistance trend line h/t user  ,1,body breakout on weekly over 20 and resistance trend line ht user,12,0.0,0.0,Neutral
DE considering buying some put options...,-1,de considering buying some put options,6,0.0,0.0,Neutral
Happy Easter! SHOT Setups: CS ISG CF AN NKD OW MOH MTZ BI  ,-1,happy easter shot setups cs isg cf an nkd ow moh mtz bi,13,0.8,0.5719,Positive
CAT may try to jump on the boat with some Put options here as well...,-1,cat may try to jump on the boat with some put options here as well,15,0.0,0.2732,Positive
JCC this will turn and be the darling agian up very big - I am OADING up down here - mark my words 1.75 - will re share at 2.15++ target,1,jcc this will turn and be the darling agian up very big i am oading up down here mark my words 175 will re share at 215 target,28,-0.07777777777777779,0.7184,Positive
"If AAP goes to over 451, I will go short. Still weak stock.",-1,if aap goes to over 451 i will go short still weak stock,13,-0.1875,-0.4404,Negative
MMM looks ready to break out. ooking to go long on minor weakness (105.50).  ,1,mmm looks ready to break out ooking to go long on minor weakness 10550,14,0.03333333333333334,-0.0772,Neutral
AMZN - Closed over volume support inside of the descending channel and tested 50% retrace.  ,1,amzn closed over volume support inside of the descending channel and tested 50 retrace,14,-0.1,0.4019,Positive
BBT coiled up after finding support at 50/200 sma's after stress test results.  eports on 4/18  ,1,bbt coiled up after finding support at 50200 smas after stress test results eports on 418,16,0.0,-0.0258,Neutral
"JCP In oscillating range, oscillators say over-sold, bounced on volume at pivot point, contracted B-Bands, i see a test of 16.50.",1,jcp in oscillating range oscillators say oversold bounced on volume at pivot point contracted bbands i see a test of 1650,21,0.0,0.0,Neutral
"U.S. crude prices are on track to hit a new 18-year low Friday, putting the energy market on course for another bruâ€¦ https://t.co/SYdekYg2aD",-1,us crude prices are on track to hit a new 18year low friday putting the energy market on course for another bru,22,-0.18787878787878787,-0.5719,Negative
Megabanks enjoy certain advantages in this weeks markets which the oil patch definitely doesnâ€™t. https://t.co/jui3VoKr7Y,1,megabanks enjoy certain advantages in this weeks markets which the oil patch definitely doesnt,14,0.20476190476190478,0.8591,Positive
"Heard on the Street: U.S. stock bulls should take a careful look at China, where the post-coronavirus rebound has bâ€¦ https://t.co/Ct9zPe4ZGG",-1,heard on the street us stock bulls should take a careful look at china where the postcoronavirus rebound has b,20,-0.1,0.1531,Neutral
Chinaâ€™s burgeoning market for bonds backed by mortgages and car loans is facing its first major test https://t.co/ywHrzgBm6r,-1,chinas burgeoning market for bonds backed by mortgages and car loans is facing its first major test,17,0.15625,0.0258,Neutral
Selling your home to a computer was supposed to be the future. But that was before the coronavirus pandemic. https://t.co/3EK1wJSvFs,-1,selling your home to a computer was supposed to be the future but that was before the coronavirus pandemic,19,0.0,0.0,Neutral
A surge of Saudi crude is expected to worsen a U.S. supply glut as drillers and refiners cut output and storage spaâ€¦ https://t.co/44Ndex9Qpz,1,a surge of saudi crude is expected to worsen a us supply glut as drillers and refiners cut output and storage spa,22,-0.39999999999999997,-0.8442,Negative
"RT @JChengWSJ: Coronavirus is making U.S.-China decoupling more likely, U.S. companies in China say, disrupting supply chains and strainingâ€¦",-1,rt jchengwsj coronavirus is making uschina decoupling more likely us companies in china say disrupting supply chains and straining,19,0.25,-0.3182,Negative
RT @kosakunarioka: Indiaâ€™s RBI Takes Additional Steps to Support Economy https://t.co/XKnJ8zW5yz via @WSJ,1,rt kosakunarioka indias rbi takes additional steps to support economy via wsj,12,0.0,0.4019,Positive
RT @joannechiuhk: Markets power ahead even as statistics showed Chinaâ€™s economy contracted 6.8% from a year earlier in the first quarter htâ€¦,1,rt joannechiuhk markets power ahead even as statistics showed chinas economy contracted 68 from a year earlier in the first quarter ht,22,0.125,0.0,Neutral
"RT @JChengWSJ: @QiLiyan @TByGraceZhu Update: China's official first-quarter GDP was -6.8% from last year, the first decline since records bâ€¦",-1,rt jchengwsj qiliyan tbygracezhu update chinas official firstquarter gdp was 68 from last year the first decline since records b,20,0.125,0.0,Neutral
"Chinaâ€™s restrictions strand face masks, coronavirus test kits and other critical products bound for the U.S., Stateâ€¦ https://t.co/2jAdokQBJj",1,chinas restrictions strand face masks coronavirus test kits and other critical products bound for the us state,17,-0.0625,-0.3182,Negative
Shoemakers churning out masks. Auto giants manufacturing ventilators. This is how the private sector goes to battleâ€¦ https://t.co/0OBG94I1yC,-1,shoemakers churning out masks auto giants manufacturing ventilators this is how the private sector goes to battle,17,-0.25,-0.3818,Negative
"The Daily Shot: U.S. Crude Oil Trading Below $20, Near 18-Year Lows https://t.co/UBEtSOlk18",-1,the daily shot us crude oil trading below 20 near 18year lows,12,-0.19999999999999998,-0.6705,Negative
"Another 5.2 million Americans filed for unemployment benefits last week, bringing the total seeking aid in a monthâ€¦ https://t.co/Aw9VhuWFUk",-1,another 52 million americans filed for unemployment benefits last week bringing the total seeking aid in a month,18,0.0,-0.0772,Neutral
Google will be â€œrecalibratingâ€ its focus and pace of investments in areas like data centers and machinesâ€”the componâ€¦ https://t.co/rl7UUQfOhg,1,google will be recalibrating its focus and pace of investments in areas like data centers and machinesthe compon,18,0.0,0.3612,Positive
Another week of very high jobless claims means that Aprilâ€™s U.S. unemployment report could touch levels not seen inâ€¦ https://t.co/VGcKC94O9c,-1,another week of very high jobless claims means that aprils us unemployment report could touch levels not seen in,19,0.20800000000000002,-0.4404,Negative
"Abbott Laboratories has what it takes to ride out the coronavirus crisis, not just because it happens to make threeâ€¦ https://t.co/buR8yptRsU",1,abbott laboratories has what it takes to ride out the coronavirus crisis not just because it happens to make three,20,0.0,-0.6249,Negative
"The White House has a low opinion of the World Health Organization, but restricting alcohol sales is an idea that dâ€¦ https://t.co/gstcKFnLN9",-1,the white house has a low opinion of the world health organization but restricting alcohol sales is an idea that d,21,0.0,-0.6059,Negative
"France, Belgium, Greece, Austria and Spain are among countries whose regulators have barred bets on stocks slidingâ€¦ https://t.co/POWpZjLAaN",-1,france belgium greece austria and spain are among countries whose regulators have barred bets on stocks sliding,17,0.0,0.0,Neutral
Debate over when to reopen the economy has left the impression that economists are at odds against epidemiologistsâ€”â€¦ https://t.co/a0nEveBVqW,-1,debate over when to reopen the economy has left the impression that economists are at odds against epidemiologists,18,0.0,0.2263,Positive
"RT @brian_mcgill: Where the $250 billion small business loans went, per 1,000 small businesses
https://t.co/jNuBmekelQ https://t.co/fk8gYOdâ€¦",1,rt brianmcgill where the 250 billion small business loans went per 1000 small businesses,14,-0.25,0.0,Neutral
The forces fueling 2020â€™s oil bust https://t.co/28JP5GfWLR,-1,the forces fueling 2020s oil bust,6,0.0,0.0,Neutral
"Global oil demand will drop by 6.8 million barrels a day in 2020, with the sharpest contraction coming in April amiâ€¦ https://t.co/uqvTCl0bqm",-1,global oil demand will drop by 68 million barrels a day in 2020 with the sharpest contraction coming in april ami,21,0.0,-0.3818,Negative
Canadian bankers expect a bond boom https://t.co/YR90HrnovU,1,canadian bankers expect a bond boom,6,0.0,0.0,Neutral
RT @Birdyword: South Korean election results could revive efforts to wrestle control of major companies from the families that have controlâ€¦,1,rt birdyword south korean election results could revive efforts to wrestle control of major companies from the families that have control,21,0.0625,0.34,Positive
RT @bysarahkrouse: Story on Verizon's purchase of conferencing platform BlueJeans here: https://t.co/CfZo9K1Zoa,1,rt bysarahkrouse story on verizons purchase of conferencing platform bluejeans here,11,0.0,0.0,Neutral
Heard on the Street: Digital business models and health care are places to hide in a pandemic-induced recession. Euâ€¦ https://t.co/ijgQm4OFZS,1,heard on the street digital business models and health care are places to hide in a pandemicinduced recession eu,19,0.0,-0.0772,Neutral
"Officials expect another surge as applications processed for newly-eligible gig-economy workers, self-employed https://t.co/FZZRxqmYl4",1,officials expect another surge as applications processed for newlyeligible gigeconomy workers selfemployed,12,0.0,0.0,Neutral
RT @AmrithRamkumar: A big disconnectâ€”Stocks have rebounded even with investors hoarding gold and large swaths of the economy still frozen:â€¦,-1,rt amrithramkumar a big disconnectstocks have rebounded even with investors hoarding gold and large swaths of the economy still frozen,20,0.10714285714285714,0.0,Neutral
"Heard on the Street: Investors are betting on IACâ€™s remodel, but just how quickly can the whole thing be fixed? https://t.co/COJsGVy9pH",1,heard on the street investors are betting on iacs remodel but just how quickly can the whole thing be fixed,20,0.2111111111111111,0.0,Neutral
"RT @lizrhoffman: Morgan Stanley profits down 30%, the least bad of big banks. But warns it might not meet those financial targets that itsâ€¦",-1,rt lizrhoffman morgan stanley profits down 30 the least bad of big banks but warns it might not meet those financial targets that its,24,-0.2311111111111111,0.3127,Positive
"Morgan Stanleyâ€™s results fell just shy of projections by analysts, who had revised their estimates downward as theâ€¦ https://t.co/vGv8FsK57t",-1,morgan stanleys results fell just shy of projections by analysts who had revised their estimates downward as the,18,-0.5,-0.25,Negative
"Stock prices suggest a short recession with a swift rebound in corporate profits, while gains in havens signal worrâ€¦ https://t.co/yN9DOmq8J0",1,stock prices suggest a short recession with a swift rebound in corporate profits while gains in havens signal worr,19,0.0,0.5106,Positive
Online banking experienced delays as the federal government began depositing stimulus payments https://t.co/LLzl7NyfdL,1,online banking experienced delays as the federal government began depositing stimulus payments,12,0.8,0.0,Neutral
The first major national election of the coronavirus era offers new avenues to reform Korea Inc. https://t.co/OkGnUj3AY2,1,the first major national election of the coronavirus era offers new avenues to reform korea inc,16,0.13721590909090908,0.0,Neutral
Investors are anticipating new-home construction data and a Fed survey on manufacturing conditions https://t.co/KeFDcsHLTG,1,investors are anticipating newhome construction data and a fed survey on manufacturing conditions,13,0.0,0.0,Neutral
BlackRockâ€™s first-quarter profit fell 23% https://t.co/YLdaUS5Rbx,-1,blackrocks firstquarter profit fell 23,5,0.0,0.4404,Positive
"RT @Birdyword: South Korea's Moon Jae-in and Japan's Shinzo Abe aren't exactly good mates. But with a parliamentary majority, Moon now hasâ€¦",-1,rt birdyword south koreas moon jaein and japans shinzo abe arent exactly good mates but with a parliamentary majority moon now has,22,0.7,-0.1786,Neutral
RT @newley: Indian startup Oyo Hotels &amp; Homes is planning to move some employees off its payroll and onto the rolls of its biggest investorâ€¦,-1,rt newley indian startup oyo hotels amp homes is planning to move some employees off its payroll and onto the rolls of its biggest investor,25,0.0,0.0,Neutral
RT @kosakunarioka: Philippines Central Bank Cuts Key Rates as Covid-19 Disrupts Economy https://t.co/loqglU7hZC via @WSJ,1,rt kosakunarioka philippines central bank cuts key rates as covid19 disrupts economy via wsj,14,0.0,-0.296,Negative
"RT @joannechiuhk: Major banks declined Thursday, after a big drop overnight in U.S. Treasury yields https://t.co/9ExvSxmsdw via @WSJ",-1,rt joannechiuhk major banks declined thursday after a big drop overnight in us treasury yields via wsj,17,0.03125,-0.0772,Neutral
"RT @greg_ip: Epidemiologists and economists aren't at odds. One measures the benefit of social distancing, the other costs. Their results sâ€¦",-1,rt gregip epidemiologists and economists arent at odds one measures the benefit of social distancing the other costs their results s,21,-0.04583333333333334,0.4588,Positive
RT @DaveCBenoit: The banking system is not built for everyone in the whole country wondering if they got a government check on the same dayâ€¦,-1,rt davecbenoit the banking system is not built for everyone in the whole country wondering if they got a government check on the same day,25,0.1,0.0,Neutral
Health insurance stocks should hold up fairly well during the Covid-19 crisis. Other parts of the health system wonâ€¦ https://t.co/GqkLCYg3Ai,-1,health insurance stocks should hold up fairly well during the covid19 crisis other parts of the health system won,19,0.2875,0.1779,Neutral
Indian startup Oyo Hotels &amp; Homes is planning to move some employees off its payroll and onto the rolls of its biggâ€¦ https://t.co/vsCd711RHe,-1,indian startup oyo hotels amp homes is planning to move some employees off its payroll and onto the rolls of its bigg,22,0.0,0.0,Neutral
Executives at firms like Goldman Sachs and JPMorgan had to balance the opportunity for trading profits with the safâ€¦ https://t.co/WSU305BtPw,1,executives at firms like goldman sachs and jpmorgan had to balance the opportunity for trading profits with the saf,19,0.0,0.802,Positive
Wall Street by the charts: the dispersion in GDP forecasts has hit a record amid economic uncertainty https://t.co/ROGJ6Vl4d7,-1,wall street by the charts the dispersion in gdp forecasts has hit a record amid economic uncertainty,17,0.2,-0.34,Negative
Appleâ€™s new iPhone SE offers a cheaper entry into the ecosystem that the company needs to grow. https://t.co/1uB2tpY4ng,1,apples new iphone se offers a cheaper entry into the ecosystem that the company needs to grow,17,0.11818181818181818,0.0,Neutral
"Many of the millions of restaurant, hotel and store workers who lost jobs because of coronavirus shutdowns are enteâ€¦ https://t.co/eXaAYcplfq",-1,many of the millions of restaurant hotel and store workers who lost jobs because of coronavirus shutdowns are ente,19,0.5,-0.3182,Negative
"Heard on the Street: Wall Street got a big lift from capital-markets businesses in the first quarter, helping cushiâ€¦ https://t.co/w8lQO17EPr",1,heard on the street wall street got a big lift from capitalmarkets businesses in the first quarter helping cushi,19,0.125,0.296,Positive
"Retail sales fell 8.7% in March, the biggest month-over-month decline since the records began in 1992.https://t.co/IMsh5t8Ksh",-1,retail sales fell 87 in march the biggest monthovermonth decline since the records began in 1992,16,0.0,0.0,Neutral
"Historically bad U.S. retail and industrial data for March mean April will be worse, digging a deep hole for the ecâ€¦ https://t.co/1ymzmELEyR",-1,historically bad us retail and industrial data for march mean april will be worse digging a deep hole for the ec,21,-0.3531249999999999,-0.765,Negative
RT @djtgallagher: A cheap iPhone still has its place for Apple - especially now. For @WSJheard - https://t.co/zvZQDMlPNW,1,rt djtgallagher a cheap iphone still has its place for apple especially now for wsjheard,15,0.2,0.0,Neutral
"Heard on the Street: Bailout is probably the best aid package that airline investors could hope for, but it doesnâ€™tâ€¦ https://t.co/SSXOdZWbr0",1,heard on the street bailout is probably the best aid package that airline investors could hope for but it doesnt,20,1.0,0.5187,Positive
Saudi Arabia Markets Dollar Bond to Plug Spending Gap https://t.co/Qcidt8s2lq,1,saudi arabia markets dollar bond to plug spending gap,9,0.0,0.0,Neutral
"Occidental Petroleum, which has sought to conserve cash as oil prices plunge, opts to pay Buffettâ€™s dividend in shaâ€¦ https://t.co/PlhH0dWEoR",1,occidental petroleum which has sought to conserve cash as oil prices plunge opts to pay buffetts dividend in sha,19,0.0,-0.1027,Neutral
"RT @ychernova: U.S. startups raised $34.2B in Q1, up 10% over Q4, per Pitchbook. But the situation changed. ""There will be a marked drop-ofâ€¦",-1,rt ychernova us startups raised 342b in q1 up 10 over q4 per pitchbook but the situation changed there will be a marked dropof,24,0.1,0.0,Neutral
RT @jonsindreu: The U.S. airline aid packageis probably the best that investors could hope for. But the fact that carriers will already beâ€¦,1,rt jonsindreu the us airline aid packageis probably the best that investors could hope for but the fact that carriers will already be,23,1.0,0.5499,Positive
RT @AmrithRamkumar: Just a staggering increase in oil inventories recently. @sarahtoy17 explains why the trend could push some prices belowâ€¦,-1,rt amrithramkumar just a staggering increase in oil inventories recently sarahtoy17 explains why the trend could push some prices below,20,0.0,0.3182,Positive
Heard on the Street: The earnings hit for S&amp;P 500 companies will likely be much bigger than they are guessing https://t.co/Wesotl6Rwc,-1,heard on the street the earnings hit for sampp 500 companies will likely be much bigger than they are guessing,20,0.0,0.0,Neutral
RT @PaulPage: The 8.7% drop in U.S. retail sales in March was the largest on record.  https://t.co/y03aCdeqAG via @WSJ,-1,rt paulpage the 87 drop in us retail sales in march was the largest on record via wsj,18,0.0,-0.2732,Negative
"Citigroup increased its loan loss provision, money for loans it now thinks can go bad, by $4.92 billion, https://t.co/s7oVQHaFq7",-1,citigroup increased its loan loss provision money for loans it now thinks can go bad by 492 billion,18,-0.6999999999999998,-0.5719,Negative
Dollar rallies as concerns about the economic impact of the coronavirus and the lack of a global policy response fuâ€¦ https://t.co/urSIlVFS74,-1,dollar rallies as concerns about the economic impact of the coronavirus and the lack of a global policy response fu,20,0.1,-0.7906,Negative
